seed,dual-BM2,dual-BM3(CE-only),diff_a_minus_b
0,0.9592183517417162,0.9082412914188616,0.05097706032285465
1,0.9464740866610025,0.8912489379779099,0.055225148683092584
2,0.945624468988955,0.8827527612574342,0.06287170773152084
3,0.9490229396771452,0.8521665250637214,0.09685641461342387
4,0.9532710280373832,0.864910790144435,0.08836023789294822
