seed,cnn1d_attnfusion,dual-CNN(e1 rerun),diff_a_minus_b
0,0.9872557349192863,0.9872557349192863,0.0
1,0.989804587935429,0.989804587935429,0.0
2,0.9932030586236194,0.9915038232795242,0.001699235344095107
3,0.9872557349192863,0.9906542056074766,-0.003398470688190325
4,0.9872557349192863,0.989804587935429,-0.002548853016142716
