seed,dual-BM2,dual-BM3(CE-only),diff_a_minus_b
0,0.9881053525913339,0.9473237043330501,0.04078164825828379
1,0.9855564995751912,0.9515717926932881,0.03398470688190314
2,0.9804587935429057,0.9447748513169074,0.035683942225998244
3,0.9864061172472387,0.9286321155480034,0.0577740016992353
4,0.9821580288870009,0.9396771452846219,0.042480883602379005
