dataset,metric,1D_CNN_mean,1D_CNN_std,BM3_kin_mean,BM3_kin_std,delta_cnn_vs_bm3kin,wilcoxon_p
PU_cross,accuracy(%),96.80745770514444,0.20142051459459712,95.70491425940845,0.709888943298484,1.1025434457359893,0.125
XJTU_LOBO,macro_recall(%),98.09475806451613,2.7377917937268985,87.69504741974372,3.144185462356484,10.399710644772412,0.0625
XJTU_cross,macro_F1(%),41.306285600266456,0.6323901959329431,79.73298477056747,8.263179197254455,-38.42669917030101,0.0625
