dataset,condition,coherence,gain_pp
CWRU,SNR=0dB,0.013335292227566242,0.1359388275276041
CWRU,SNR=-2dB,0.008194568566977978,0.050977060322843215
CWRU,SNR=-4dB,0.0038763377815485,0.6966864910790127
CWRU,SNR=-6dB,0.0014647903153672814,1.7502124044180056
CWRU,SNR=-8dB,0.0008575583924539387,2.5318606627017792
XJTU,LOBO(Cond3),0.41167497634887695,-15.529879785723999
XJTU,Cross(Cond2->Cond3),0.4285101542870204,14.009709866798659
